,stageSubmissionTime,launchTime,finishTime,jobId,status,stageId,name,taskId,index,attempt,executorId,duration,sojournTime,waitingTime,taskLocality,executorDeserializeTime,executorRunTime,executorCpuTime,executorDeserializeCpuTime,resultSize,gettingResultTime,jvmGcTime,resultSerializationTime,memoryBytesSpilled,diskBytesSpilled,peakExecutionMemory,bytesRead,recordsRead,readTime,locationExecId,readMethod,cachedBlock,bytesWritten, recordsWritten,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime, remoteBytesRead,shuffleRemoteBytesReadToDisk,shuffleLocalBytesRead,shuffleRecordsRead, shuffleBytesWritten,shuffleWriteTime,shuffleRecordsWritten,stageCompletionTime,measuredRunTime
1710,1569563723889,1569563741067,1569563741080,2,-,0,count at DistributedBlocking.scala:90,2003,403,0,31,13.0,21579.0,17178.0,PROCESS_LOCAL,1.0,8.0,7923722.0,1041990.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1709,1569563723889,1569563742522,1569563742895,2,-,0,count at DistributedBlocking.scala:90,2308,708,0,47,373.0,21579.0,18633.0,PROCESS_LOCAL,1.0,367.0,366279718.0,965700.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1708,1569563723889,1569563739328,1569563739386,2,-,0,count at DistributedBlocking.scala:90,1653,53,0,33,58.0,21579.0,15439.0,PROCESS_LOCAL,2.0,52.0,52292610.0,1103638.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1707,1569563723889,1569563740828,1569563740839,2,-,0,count at DistributedBlocking.scala:90,1967,367,0,2,11.0,21579.0,16939.0,PROCESS_LOCAL,2.0,5.0,5443999.0,1021521.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1706,1569563723889,1569563741025,1569563741052,2,-,0,count at DistributedBlocking.scala:90,1994,394,0,2,27.0,21579.0,17136.0,PROCESS_LOCAL,0.0,22.0,20676863.0,953808.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1705,1569563723889,1569563742647,1569563742829,2,-,0,count at DistributedBlocking.scala:90,2335,735,0,2,182.0,21579.0,18758.0,PROCESS_LOCAL,2.0,176.0,175921951.0,1088747.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1704,1569563723889,1569563742828,1569563742844,2,-,0,count at DistributedBlocking.scala:90,2368,768,0,2,16.0,21579.0,18939.0,PROCESS_LOCAL,1.0,10.0,9943500.0,961668.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1703,1569563723889,1569563742342,1569563742377,2,-,0,count at DistributedBlocking.scala:90,2269,669,0,31,35.0,21579.0,18453.0,PROCESS_LOCAL,2.0,29.0,29067792.0,1130467.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1702,1569563723889,1569563740769,1569563740787,2,-,0,count at DistributedBlocking.scala:90,1955,355,0,10,18.0,21579.0,16880.0,PROCESS_LOCAL,2.0,9.0,9410215.0,1184565.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1701,1569563723889,1569563742466,1569563742479,2,-,0,count at DistributedBlocking.scala:90,2296,696,0,18,13.0,21579.0,18577.0,PROCESS_LOCAL,2.0,6.0,6089443.0,1093592.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1722,1569563723889,1569563742805,1569563742859,2,-,0,count at DistributedBlocking.scala:90,2362,762,0,45,54.0,21579.0,18916.0,PROCESS_LOCAL,0.0,49.0,47796761.0,897873.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1748,1569563723889,1569563742683,1569563742714,2,-,0,count at DistributedBlocking.scala:90,2344,744,0,31,31.0,21579.0,18794.0,PROCESS_LOCAL,1.0,25.0,24978507.0,1129141.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1723,1569563723889,1569563724103,1569563743962,2,-,0,count at DistributedBlocking.scala:90,44,44,0,24,19859.0,21579.0,214.0,PROCESS_LOCAL,19719.0,89.0,87807743.0,953247326.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1725,1569563723889,1569563740780,1569563740846,2,-,0,count at DistributedBlocking.scala:90,1958,358,0,45,66.0,21579.0,16891.0,PROCESS_LOCAL,2.0,60.0,60315305.0,993250.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1746,1569563723889,1569563739620,1569563739677,2,-,0,count at DistributedBlocking.scala:90,1716,116,0,10,57.0,21579.0,15731.0,PROCESS_LOCAL,2.0,49.0,48667244.0,1665868.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1745,1569563723889,1569563741316,1569563741362,2,-,0,count at DistributedBlocking.scala:90,2057,457,0,10,46.0,21579.0,17427.0,PROCESS_LOCAL,2.0,37.0,37211302.0,1508002.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1744,1569563723889,1569563741292,1569563741305,2,-,0,count at DistributedBlocking.scala:90,2048,448,0,46,13.0,21579.0,17403.0,PROCESS_LOCAL,1.0,7.0,6478183.0,888947.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1743,1569563723889,1569563742585,1569563742614,2,-,0,count at DistributedBlocking.scala:90,2317,717,0,18,29.0,21579.0,18696.0,PROCESS_LOCAL,2.0,22.0,22319504.0,1081267.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1742,1569563723889,1569563740449,1569563740464,2,-,0,count at DistributedBlocking.scala:90,1895,295,0,7,15.0,21579.0,16560.0,PROCESS_LOCAL,1.0,8.0,7629624.0,1448538.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1741,1569563723889,1569563742217,1569563742293,2,-,0,count at DistributedBlocking.scala:90,2236,636,0,46,76.0,21579.0,18328.0,PROCESS_LOCAL,2.0,70.0,70155291.0,1162175.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1740,1569563723889,1569563742164,1569563742235,2,-,0,count at DistributedBlocking.scala:90,2227,627,0,45,71.0,21579.0,18275.0,PROCESS_LOCAL,2.0,65.0,65332842.0,923304.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1739,1569563723889,1569563740406,1569563740434,2,-,0,count at DistributedBlocking.scala:90,1886,286,0,33,28.0,21579.0,16517.0,PROCESS_LOCAL,0.0,19.0,17727887.0,1456084.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1738,1569563723889,1569563739513,1569563739551,2,-,0,count at DistributedBlocking.scala:90,1689,89,0,35,38.0,21579.0,15624.0,PROCESS_LOCAL,1.0,33.0,32284776.0,946134.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1737,1569563723889,1569563739472,1569563739479,2,-,0,count at DistributedBlocking.scala:90,1680,80,0,30,7.0,21579.0,15583.0,PROCESS_LOCAL,1.0,2.0,1573590.0,1031267.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1736,1569563723889,1569563741143,1569563741268,2,-,0,count at DistributedBlocking.scala:90,2021,421,0,45,125.0,21579.0,17254.0,PROCESS_LOCAL,0.0,121.0,119759694.0,889730.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1735,1569563723889,1569563742280,1569563742301,2,-,0,count at DistributedBlocking.scala:90,2254,654,0,31,21.0,21579.0,18391.0,PROCESS_LOCAL,2.0,14.0,14085897.0,1408814.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1734,1569563723889,1569563740688,1569563740749,2,-,0,count at DistributedBlocking.scala:90,1940,340,0,7,61.0,21579.0,16799.0,PROCESS_LOCAL,2.0,53.0,53469699.0,1321622.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1733,1569563723889,1569563740488,1569563740502,2,-,0,count at DistributedBlocking.scala:90,1904,304,0,33,14.0,21579.0,16599.0,PROCESS_LOCAL,0.0,8.0,6618474.0,1229165.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1732,1569563723889,1569563742349,1569563742465,2,-,0,count at DistributedBlocking.scala:90,2272,672,0,45,116.0,21579.0,18460.0,PROCESS_LOCAL,1.0,111.0,111248771.0,825431.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1731,1569563723889,1569563742253,1569563742365,2,-,0,count at DistributedBlocking.scala:90,2245,645,0,30,112.0,21579.0,18364.0,PROCESS_LOCAL,0.0,108.0,106898929.0,816769.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1730,1569563723889,1569563740656,1569563740724,2,-,0,count at DistributedBlocking.scala:90,1931,331,0,30,68.0,21579.0,16767.0,PROCESS_LOCAL,0.0,63.0,61186747.0,1368222.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1729,1569563723889,1569563739653,1569563739709,2,-,0,count at DistributedBlocking.scala:90,1725,125,0,35,56.0,21579.0,15764.0,PROCESS_LOCAL,0.0,51.0,49637760.0,1121876.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1728,1569563723889,1569563724101,1569563730816,2,-,0,count at DistributedBlocking.scala:90,26,26,0,35,6715.0,21579.0,212.0,PROCESS_LOCAL,6536.0,98.0,97363934.0,1021998571.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1727,1569563723889,1569563742832,1569563742858,2,-,0,count at DistributedBlocking.scala:90,2371,771,0,7,26.0,21579.0,18943.0,PROCESS_LOCAL,2.0,20.0,20239339.0,1192927.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1726,1569563723889,1569563741199,1569563741212,2,-,0,count at DistributedBlocking.scala:90,2030,430,0,18,13.0,21579.0,17310.0,PROCESS_LOCAL,1.0,7.0,7012871.0,946433.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1724,1569563723889,1569563724100,1569563745225,2,-,0,count at DistributedBlocking.scala:90,17,17,0,26,21125.0,21579.0,211.0,PROCESS_LOCAL,20959.0,77.0,68343137.0,925937877.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1600,1569563723889,1569563739717,1569563739737,2,-,0,count at DistributedBlocking.scala:90,1737,137,0,35,20.0,21579.0,15828.0,PROCESS_LOCAL,1.0,15.0,13874592.0,1313074.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
1998,1569563723889,1569563742764,1569563742827,2,-,0,count at DistributedBlocking.scala:90,2358,758,0,34,63.0,21579.0,18875.0,PROCESS_LOCAL,1.0,57.0,55860386.0,1381094.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2000,1569563723889,1569563741127,1569563741152,2,-,0,count at DistributedBlocking.scala:90,2017,417,0,34,25.0,21579.0,17238.0,PROCESS_LOCAL,5.0,14.0,13848057.0,3523878.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2271,1569563723889,1569563740572,1569563740581,2,-,0,count at DistributedBlocking.scala:90,1917,317,0,35,9.0,21579.0,16683.0,PROCESS_LOCAL,2.0,3.0,2786400.0,1394187.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2270,1569563723889,1569563724098,1569563744715,2,-,0,count at DistributedBlocking.scala:90,3,3,0,21,20617.0,21579.0,209.0,PROCESS_LOCAL,20461.0,93.0,92213725.0,1017030787.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2269,1569563723889,1569563742418,1569563742474,2,-,0,count at DistributedBlocking.scala:90,2285,685,0,47,56.0,21579.0,18529.0,PROCESS_LOCAL,2.0,49.0,49363313.0,1021654.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2268,1569563723889,1569563740699,1569563740754,2,-,0,count at DistributedBlocking.scala:90,1944,344,0,31,55.0,21579.0,16810.0,PROCESS_LOCAL,0.0,51.0,49867003.0,1148920.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2267,1569563723889,1569563740318,1569563740567,2,-,0,count at DistributedBlocking.scala:90,1872,272,0,47,249.0,21579.0,16429.0,PROCESS_LOCAL,1.0,239.0,239106788.0,987321.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2266,1569563723889,1569563742365,1569563742384,2,-,0,count at DistributedBlocking.scala:90,2276,676,0,30,19.0,21579.0,18476.0,PROCESS_LOCAL,1.0,14.0,13400576.0,854969.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2265,1569563723889,1569563740285,1569563740322,2,-,0,count at DistributedBlocking.scala:90,1863,263,0,2,37.0,21579.0,16396.0,PROCESS_LOCAL,2.0,31.0,30970226.0,1206310.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2264,1569563723889,1569563739359,1569563739473,2,-,0,count at DistributedBlocking.scala:90,1657,57,0,31,114.0,21579.0,15470.0,PROCESS_LOCAL,2.0,108.0,108262461.0,1107384.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2263,1569563723889,1569563724100,1569563744666,2,-,0,count at DistributedBlocking.scala:90,21,21,0,25,20566.0,21579.0,211.0,PROCESS_LOCAL,20392.0,110.0,63105732.0,974145540.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2262,1569563723889,1569563742492,1569563742514,2,-,0,count at DistributedBlocking.scala:90,2303,703,0,10,22.0,21579.0,18603.0,PROCESS_LOCAL,0.0,17.0,15972199.0,1067121.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2261,1569563723889,1569563740800,1569563741072,2,-,0,count at DistributedBlocking.scala:90,1962,362,0,35,272.0,21579.0,16911.0,PROCESS_LOCAL,1.0,266.0,265970501.0,1015887.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2260,1569563723889,1569563724103,1569563745373,2,-,0,count at DistributedBlocking.scala:90,48,48,0,5,21270.0,21579.0,214.0,PROCESS_LOCAL,21098.0,105.0,95944420.0,1043328612.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2259,1569563723889,1569563740999,1569563741056,2,-,0,count at DistributedBlocking.scala:90,1989,389,0,42,57.0,21579.0,17110.0,PROCESS_LOCAL,1.0,52.0,51099934.0,920061.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2258,1569563723889,1569563742649,1569563742674,2,-,0,count at DistributedBlocking.scala:90,2336,736,0,34,25.0,21579.0,18760.0,PROCESS_LOCAL,2.0,18.0,18268096.0,1325702.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2257,1569563723889,1569563724100,1569563745037,2,-,0,count at DistributedBlocking.scala:90,18,18,0,17,20937.0,21579.0,211.0,PROCESS_LOCAL,20712.0,155.0,58610290.0,1008926681.0,832,0.0,0,1.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2256,1569563723889,1569563742319,1569563742513,2,-,0,count at DistributedBlocking.scala:90,2264,664,0,2,194.0,21579.0,18430.0,PROCESS_LOCAL,2.0,188.0,188327404.0,1223213.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2255,1569563723889,1569563740602,1569563740723,2,-,0,count at DistributedBlocking.scala:90,1923,323,0,33,121.0,21579.0,16713.0,PROCESS_LOCAL,2.0,115.0,112109887.0,1027863.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2254,1569563723889,1569563724098,1569563745262,2,-,0,count at DistributedBlocking.scala:90,9,9,0,0,21164.0,21579.0,209.0,PROCESS_LOCAL,20980.0,105.0,68602825.0,1022942630.0,789,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2253,1569563723889,1569563740740,1569563741055,2,-,0,count at DistributedBlocking.scala:90,1950,350,0,30,315.0,21579.0,16851.0,PROCESS_LOCAL,2.0,308.0,307863549.0,1360116.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2252,1569563723889,1569563742282,1569563742318,2,-,0,count at DistributedBlocking.scala:90,2255,655,0,33,36.0,21579.0,18393.0,PROCESS_LOCAL,2.0,27.0,27272541.0,1544598.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2251,1569563723889,1569563739621,1569563739702,2,-,0,count at DistributedBlocking.scala:90,1717,117,0,2,81.0,21579.0,15732.0,PROCESS_LOCAL,2.0,75.0,75246223.0,1104758.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2272,1569563723889,1569563742288,1569563742368,2,-,0,count at DistributedBlocking.scala:90,2258,658,0,42,80.0,21579.0,18399.0,PROCESS_LOCAL,1.0,75.0,74558721.0,911263.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2250,1569563723889,1569563741318,1569563741384,2,-,0,count at DistributedBlocking.scala:90,2058,458,0,42,66.0,21579.0,17429.0,PROCESS_LOCAL,0.0,62.0,60594308.0,1123299.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2273,1569563723889,1569563740755,1569563740799,2,-,0,count at DistributedBlocking.scala:90,1953,353,0,33,44.0,21579.0,16866.0,PROCESS_LOCAL,1.0,39.0,38488186.0,1310714.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2275,1569563723889,1569563741160,1569563741192,2,-,0,count at DistributedBlocking.scala:90,2025,425,0,18,32.0,21579.0,17271.0,PROCESS_LOCAL,1.0,27.0,26907602.0,922730.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2296,1569563723889,1569563742034,1569563742045,2,-,0,count at DistributedBlocking.scala:90,2204,604,0,7,11.0,21579.0,18145.0,PROCESS_LOCAL,1.0,4.0,4088775.0,1011940.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2295,1569563723889,1569563740433,1569563740452,2,-,0,count at DistributedBlocking.scala:90,1890,290,0,33,19.0,21579.0,16544.0,PROCESS_LOCAL,2.0,10.0,10037309.0,1338425.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2294,1569563723889,1569563741988,1569563742027,2,-,0,count at DistributedBlocking.scala:90,2195,595,0,18,39.0,21579.0,18099.0,PROCESS_LOCAL,1.0,33.0,31832413.0,1427473.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2293,1569563723889,1569563740375,1569563740393,2,-,0,count at DistributedBlocking.scala:90,1881,281,0,31,18.0,21579.0,16486.0,PROCESS_LOCAL,0.0,13.0,11782354.0,1209581.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2292,1569563723889,1569563742125,1569563742179,2,-,0,count at DistributedBlocking.scala:90,2222,622,0,35,54.0,21579.0,18236.0,PROCESS_LOCAL,1.0,47.0,47023274.0,929326.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2291,1569563723889,1569563742631,1569563742648,2,-,0,count at DistributedBlocking.scala:90,2330,730,0,2,17.0,21579.0,18742.0,PROCESS_LOCAL,2.0,11.0,11238893.0,1017915.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2290,1569563723889,1569563739460,1569563739474,2,-,0,count at DistributedBlocking.scala:90,1675,75,0,33,14.0,21579.0,15571.0,PROCESS_LOCAL,2.0,8.0,8322731.0,1289633.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2289,1569563723889,1569563741124,1569563741199,2,-,0,count at DistributedBlocking.scala:90,2016,416,0,30,75.0,21579.0,17235.0,PROCESS_LOCAL,2.0,67.0,67442608.0,1188970.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2288,1569563723889,1569563742608,1569563742649,2,-,0,count at DistributedBlocking.scala:90,2321,721,0,34,41.0,21579.0,18719.0,PROCESS_LOCAL,3.0,32.0,31595999.0,3110924.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2287,1569563723889,1569563740917,1569563740999,2,-,0,count at DistributedBlocking.scala:90,1980,380,0,42,82.0,21579.0,17028.0,PROCESS_LOCAL,2.0,76.0,76282716.0,1027833.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2286,1569563723889,1569563742268,1569563742288,2,-,0,count at DistributedBlocking.scala:90,2249,649,0,42,20.0,21579.0,18379.0,PROCESS_LOCAL,2.0,13.0,13336138.0,973391.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2285,1569563723889,1569563740510,1569563740619,2,-,0,count at DistributedBlocking.scala:90,1908,308,0,15,109.0,21579.0,16621.0,PROCESS_LOCAL,2.0,101.0,100888544.0,1748588.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2284,1569563723889,1569563740657,1569563740823,2,-,0,count at DistributedBlocking.scala:90,1935,335,0,15,166.0,21579.0,16768.0,PROCESS_LOCAL,2.0,158.0,154365922.0,2368138.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2283,1569563723889,1569563740465,1569563740511,2,-,0,count at DistributedBlocking.scala:90,1899,299,0,2,46.0,21579.0,16576.0,PROCESS_LOCAL,1.0,40.0,39879631.0,1206605.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2282,1569563723889,1569563742224,1569563742253,2,-,0,count at DistributedBlocking.scala:90,2240,640,0,10,29.0,21579.0,18335.0,PROCESS_LOCAL,0.0,24.0,22858255.0,1054160.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2281,1569563723889,1569563740608,1569563740656,2,-,0,count at DistributedBlocking.scala:90,1926,326,0,30,48.0,21579.0,16719.0,PROCESS_LOCAL,2.0,9.0,9116722.0,1308081.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
2280,1569563723889,1569563742190,1569563742255,2,-,0,count at DistributedBlocking.scala:90,2231,631,0,7,65.0,21579.0,18301.0,PROCESS_LOCAL,2.0,58.0,58178684.0,1082645.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563745468.0,0
